LATDECIMALNMB,LONGDECIMALNMB
38.597408,-86.086048
40.48881,-85.59513
40.04258,-86.126428
41.55686,-85.78803
40.380128,-86.8796
38.2826928,-85.746942
0,0
37.985008,-87.58112
37.99131,-87.53861
38.36906213,-85.69628306
39.71855,-86.35714
39.94955,-86.27681
39.41895,-86.40873
39.91175278,-86.22655151
39.82469,-86.06315
40.44784,-86.121088
39.849536,-86.395808
41.43140282,-87.364896
39.79687429,-86.00936
41.70516462,-86.00353104
40.365465,-86.858946
38.22901503,-86.8606574
38.30208457,-85.83642743
39.635248,-86.137856
38.86115697,-86.47867804
39.63646483,-86.08381958
39.8256,-86.07294
39.70505257,-86.148752
40.57325,-85.6765
41.5514474,-87.43200852
40.72699,-86.12436
39.909132,-86.264587
39.90573,-86.0641
40.36762,-86.86756
40.417392,-86.87110255
0,0
39.99504795,-86.12750549
41.419056,-87.366688
